id,old_title,old_slug,old_category,action,new_title,new_slug,new_category,seo_description,duplicate_of
10cdd63d-5d2a-4b09-a0f5-7b57dd2b6940,Cognitive Reappraisal: How Changing Your Thoughts Can Change Your Feelings,cognitive-reappraisal-change-thoughts-feelings,Emotional Regulation & Self-Awareness,RETITLE,Emotion Regulation Strategies: An Evidence-Based Guide,emotion-regulation-strategies-an-evidence-based-guide,Therapy & Treatment,"A comprehensive guide to evidence-based emotion regulation strategies using Gross's Process Model, from situation selection to cognitive reappraisal.",
10fb7663-eff1-480b-b368-4ccfd9558ec0,How to Make Friends as an Adult,loneliness-in-children-adolescents-young-people-disconnected,"Loneliness, Social Connection & Belonging",RETITLE,Loneliness in Children and Adolescents: Causes and How to Help,loneliness-in-children-and-adolescents-causes-and-how-to-help,Children & Adolescents,"Why youth loneliness is rising, how it differs from adult loneliness, and what parents and caregivers can do to support disconnected young people.",
1124b1e6-b442-4f5f-89c7-53f3891f49a5,The Habit of Exercise,sustainable-self-care-routine-not-face-mask,"Habits, Motivation & Behavior Change",RETITLE,What Sustainable Self-Care Actually Looks Like,what-sustainable-self-care-actually-looks-like,Self-Esteem & Identity,"A clinically grounded look at real self-care beyond wellness trends, covering the five core domains of sleep, food, movement, boundaries, and rest.",
11874834-fc3c-49f4-b434-dc9b4b299163,Workplace Anxiety,how-anxiety-affects-your-relationships-and-what-to-do-about-it,"Anxiety, Stress & Overwhelm",RETITLE,How Anxiety Affects Relationships and What to Do About It,how-anxiety-affects-relationships-and-what-to-do-about-it,Anxiety & Stress,"How anxiety infiltrates romantic and close relationships through reassurance-seeking, avoidance, and overanalysis, plus evidence-based strategies.",
11d394ba-3f43-475d-861c-8a7c9c516cdf,Magical Thinking and Anxiety,act-for-anxiety-acceptance-and-commitment-therapy-explained,"Anxiety, Stress & Overwhelm",RETITLE,Acceptance and Commitment Therapy for Anxiety Explained,acceptance-and-commitment-therapy-for-anxiety-explained,Therapy & Treatment,How Acceptance and Commitment Therapy (ACT) differs from CBT by teaching people to live meaningful lives alongside anxiety rather than eliminating it.,
12390f65-b957-425f-8e8a-d30c44e5a7a5,Pilgrimage,inflammatory-bowel-disease-and-mental-health-the-gut-brain-axis-in-action,"Chronic Illness, Pain & Medical Psychology",RETITLE,Inflammatory Bowel Disease and Mental Health: The Gut-Brain Axis,inflammatory-bowel-disease-and-mental-health-the-gut-brain-axis,Anxiety & Stress,How the gut-brain axis links intestinal inflammation in Crohn's and ulcerative colitis to elevated rates of anxiety and depression.,
1269bafb-f3ed-4e92-8e1f-e1298b3c4d21,CBT for Depression,supporting-someone-with-depression-guide,"Depression, Grief & Loss",RETITLE,How to Support Someone with Depression Effectively,how-to-support-someone-with-depression-effectively,Depression & Mood,"A practical guide on what to say and do when supporting someone with depression, including what helps, what doesn't, and caregiver wellbeing.",
126b7971-8d20-44d2-bec3-4c9cc0a00248,Existential Crisis,complementary-approaches-to-chronic-illness-what-helps-and-whats-hype,"Chronic Illness, Pain & Medical Psychology",RETITLE,Complementary Approaches to Chronic Illness: What Helps and What Is Hype,complementary-approaches-to-chronic-illness-what-helps-and-what-is-hype,Therapy & Treatment,"A critical evidence-based review of complementary health approaches used alongside conventional treatment for chronic illness, from mindfulness to detox.",
12b5b432-349b-46eb-bc3d-7087910ba73e,What Is Burnout,lunch-break-recharge,"Work, Productivity & Burnout",RETITLE,Using the Lunch Break as a Recovery Opportunity at Work,using-the-lunch-break-as-a-recovery-opportunity-at-work,Workplace & Academic,Research-backed reasons why taking a real lunch break away from your desk boosts afternoon performance and helps prevent burnout.,
12cd40fd-0219-4d23-a717-f68c756e9d29,Moving House and Mental Health,should-child-see-therapist-when-seek-professional-help,Relationships & Communication,RETITLE,When Should a Child See a Therapist? Signs to Watch For,when-should-a-child-see-a-therapist-signs-to-watch-for,Children & Adolescents,"A parent's guide to recognizing when professional therapy is needed for children, including warning signs, how to find the right therapist, and what to expect.",
12e2f944-69ae-4b17-b656-89fc9e48c100,Preventing Burnout Before It Starts,am-i-burned-out-or-just-tired-how-to-tell-the-difference,"Anxiety, Stress & Overwhelm",RETITLE,Burnout vs Fatigue: How to Tell the Difference,burnout-vs-fatigue-how-to-tell-the-difference,Workplace & Academic,Learn to distinguish burnout from ordinary tiredness using key diagnostic questions and the fatigue-to-burnout spectrum.,
13131e84-8cf2-4fb1-955b-95561c2cfe4c,The Psychology of Deadlines,work-and-purpose-meaningful-work-mental-health,"Work, Productivity & Burnout",RETITLE,How Meaningful Work Protects Mental Health,how-meaningful-work-protects-mental-health,Workplace & Academic,"Research shows that experiencing work as meaningful reduces depression, burnout, and stress while significantly increasing life satisfaction.",
13353872-69a7-4e42-9278-692298f6bcd7,Feminist Therapy,myth-men-dont-get-eating-disorders,Men's Mental Health,RETITLE,Why Eating Disorders in Men Go Undiagnosed,why-eating-disorders-in-men-go-undiagnosed,Eating & Body,Men with eating disorders wait six years longer than women for treatment due to cultural blind spots that render male cases clinically invisible.,
133635ba-d2ee-4950-926f-48d8de1e57c0,Designing Your Life,how-to-support-someone-who-isnt-ready-to-change,"Habits, Motivation & Behavior Change",RETITLE,Supporting Someone Who Is Not Ready to Change,supporting-someone-who-is-not-ready-to-change,Relationships & Social Health,Understanding the righting reflex and readiness stages helps loved ones support someone through behavioral change without creating resistance.,
1339226f-5f70-4b27-852a-5c79076ec909,Motivation Is Unreliable,intrinsic-vs-extrinsic-motivation-why-source-matters,"Habits, Motivation & Behavior Change",RETITLE,Intrinsic vs Extrinsic Motivation: Why the Source Matters,intrinsic-vs-extrinsic-motivation-why-the-source-matters,Workplace & Academic,Self-determination theory explains why the source of motivation predicts long-term behavior and wellbeing more than motivation intensity.,
1373b44a-e6e1-4013-9a79-8b4a90a29355,Developmental Trauma,why-two-people-same-event-affected-differently,Trauma-Informed Education & Healing,RETITLE,Why People Respond to Trauma So Differently,why-people-respond-to-trauma-so-differently,Trauma & PTSD,"Biology, history, and social support explain why only 10-20% of trauma survivors develop PTSD while others recover without lasting harm.",
143f4980-beac-42a2-89b6-fb8fe406cbb8,The Vagus Nerve and Emotional Regulation,vagus-nerve-bodys-built-in-calm-down-system,Emotional Regulation & Self-Awareness,RETITLE,The Gut-Brain Connection and Its Effect on Mood,the-gut-brain-connection-and-its-effect-on-mood,Anxiety & Stress,"The gut-brain axis and microbiome influence mood, anxiety, and decision-making through neurotransmitter production and vagus nerve signaling.",
14743c17-0457-42d1-a522-db2bdb9479ac,Why You Procrastinate at Work,who-definition-burnout-what-it-is-and-isnt,"Work, Productivity & Burnout",RETITLE,What the WHO Definition of Burnout Actually Means,what-the-who-definition-of-burnout-actually-means,Workplace & Academic,"The WHO's ICD-11 classification defines burnout through three specific dimensions—emotional exhaustion, cynicism, and reduced efficacy—tied exclusively to work.",
14767050-b962-4f3b-94ca-512ca7489efa,Dance and Mental Health,asylum-seekers-psychological-distress-mental-health-crisis-borders,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Mental Health Crisis Among Asylum Seekers and Refugees,mental-health-crisis-among-asylum-seekers-and-refugees,Global & Cultural Mental Health,"Asylum seekers face alarming rates of PTSD, depression, and suicidal ideation driven by detention, family separation, and prolonged legal uncertainty.",
14d0ecca-dab7-4ed9-afc6-476568378e2f,Psychedelic-Assisted Therapy,therapeutic-relationship-why-bond-with-therapist-matters-most,"Therapy, Treatment & Mental Health Navigation",RETITLE,Why the Therapist-Client Bond Predicts Therapy Outcomes,why-the-therapist-client-bond-predicts-therapy-outcomes,Therapy & Treatment,"Research consistently shows the therapeutic alliance—shared goals, agreed methods, and emotional bond—is the strongest predictor of whether therapy works.",
14e1e473-9e48-4c47-a78a-b1961ead62f5,Men's Groups,men-and-cooking-how-kitchen-skills-build-emotional-competence-and-community,Men's Mental Health,RETITLE,How Cooking Programs Support Men's Mental Health,how-cooking-programs-support-mens-mental-health,Relationships & Social Health,"Community cooking programs engage mindfulness, creativity, and social connection, offering men a therapeutic activity that does not feel like therapy.",
1543993a-85a9-457a-bbcc-c41ad673d86b,When Emotional Intelligence Is Used Manipulatively,emotional-contagion-why-other-peoples-moods-affect-yours,Emotional Regulation & Self-Awareness,RETITLE,Emotional Contagion: How Other People's Moods Affect You,emotional-contagion-how-other-peoples-moods-affect-you,Anxiety & Stress,"Emotional contagion is the automatic, unconscious transfer of emotions through mimicry—and research shows it's more powerful than most people realize.",
1573f905-ccd7-41f9-b2c4-830a4736ea1f,Frontotemporal Dementia,late-life-depression-recognition-and-treatment-approaches,"Aging, Dementia & Late-Life Mental Health",RETITLE,Recognizing and Treating Depression in Older Adults,recognizing-and-treating-depression-in-older-adults,Depression & Mood,Late-life depression is underrecognized and dangerous but highly treatable—understanding how it differs from younger-adult depression is essential for care.,
159c4b5b-cc18-4021-bb4c-f59e93360fed,The Grief of Infertility,social-connection-when-you-want-to-withdraw-starting-small,"Depression, Grief & Loss",RETITLE,Breaking the Cycle of Depression and Social Withdrawal,breaking-the-cycle-of-depression-and-social-withdrawal,Depression & Mood,"Depression drives social withdrawal which deepens depression—small, low-effort social connections can interrupt this cycle and support recovery.",
16347e1c-fa40-4878-8ef0-46961e8943ad,Cancel Culture,parasocial-relationships-one-sided-connection,"Digital Life, Social Media & Modern Stressors",RETITLE,Parasocial Relationships: One-Sided Bonds with Celebrities,parasocial-relationships-one-sided-bonds-with-celebrities,Relationships & Social Health,Parasocial relationships with influencers and content creators feel like real friendships but are one-directional—understanding when they become unhealthy matters.,
16f41d5e-0da1-49d7-8c87-88075dcae668,LGBTQ+ Mental Health,why-men-dont-seek-help-masculinity-stigma,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Why Men Avoid Mental Health Help and How to Change That,why-men-avoid-mental-health-help-and-how-to-change-that,Self-Esteem & Identity,"Traditional masculinity norms drive men to suppress distress and avoid treatment, contributing to suicide rates four times higher than women's.",
16f58cf9-8ca7-4b0e-8b46-2a656ce4f6c7,Social Habits,emotional-eating-why-you-eat-when-not-hungry,"Habits, Motivation & Behavior Change",RETITLE,Emotional Eating and Using Food to Manage Feelings,emotional-eating-and-using-food-to-manage-feelings,Eating & Body,"Emotional eating—turning to food for mood regulation rather than physical hunger—is linked to anxiety, depression, and disordered eating patterns.",
17453f55-a356-41e7-868c-e66828ed8ce3,Gender and the Workplace,barbershop-therapy-meeting-men-where-they-already-gather,Men's Mental Health,RETITLE,Barbershop Mental Health Outreach: Reaching Men Where They Are,barbershop-mental-health-outreach-reaching-men-where-they-are,Global & Cultural Mental Health,Programs training barbers to recognize distress and connect clients with support are reaching men who would never seek professional mental health care.,
17f039de-0c2f-4812-88f2-340286160c33,How to Rebuild Trust After It Has Been Broken,when-love-isnt-enough-time-to-leave,Relationships & Communication,RETITLE,When Love Is Not Enough to Keep a Relationship Going,when-love-is-not-enough-to-keep-a-relationship-going,Relationships & Social Health,"Love is necessary but insufficient—sustainable partnerships also require trust, compatibility, emotional safety, and mutual effort from both people.",
18554706-3299-4fc4-9c99-0c97ba63af4f,Online Communities,night-time-screen-use-disrupts-sleep,"Digital Life, Social Media & Modern Stressors",RETITLE,How Nighttime Screen Use Disrupts Sleep,how-nighttime-screen-use-disrupts-sleep,Sleep & Circadian Health,Screen use within two hours of bedtime delays sleep onset by 30 minutes and reduces total sleep through blue light suppression and psychological arousal.,
18e6b65c-5b25-4432-8f49-31a61d523db9,The Spectrum Model of Mental Health,body-dysmorphic-disorder,Understanding Mental Health Conditions,RETITLE,"Body Dysmorphic Disorder: Symptoms, Risks, and Treatment",body-dysmorphic-disorder-symptoms-risks-and-treatment,OCD & Related,BDD causes preoccupation with perceived appearance flaws and carries high suicide risk—CBT with ERP and SSRIs show 60-70% improvement rates.,
1913026d-3056-4585-9a1f-84359e7e93d0,The Link Between Control and Burnout,building-sustainable-productivity-habits-without-burning-out,"Work, Productivity & Burnout",RETITLE,Building Sustainable Productivity Habits Without Burning Out,building-sustainable-productivity-habits-without-burning-out,Workplace & Academic,"Sustainable high performers prioritize recovery and habit systems over willpower, outpacing productivity heroes across years of consistent output.",
191dda15-09cf-4ea1-bcfb-dde6508b7018,Peer Support in Treatment,crisis-services-what-happens-call-988-go-to-er,"Therapy, Treatment & Mental Health Navigation",RETITLE,"Crisis Services Explained: 988, Mobile Teams, and the ER",crisis-services-explained-988-mobile-teams-and-the-er,Therapy & Treatment,"When mental health crises occur, knowing the difference between 988, mobile crisis teams, and emergency rooms helps people make informed decisions fast.",
19366042-d713-42d1-873f-f59ea59eee3d,Trauma and Justice,create-trauma-sensitive-spaces-practical-guide,Trauma-Informed Education & Healing,RETITLE,Designing Trauma-Sensitive Spaces for Healing Environments,designing-trauma-sensitive-spaces-for-healing-environments,Trauma & PTSD,"Trauma-informed environmental design transforms therapy offices, shelters, and schools from inadvertently re-traumatizing to genuinely healing spaces.",
1945534b-4218-478f-bb8e-fac13cb0f493,Depression and Relationships,cyclothymia-chronic-mood-swings-without-bipolar,"Depression, Grief & Loss",RETITLE,Cyclothymia: Chronic Mood Swings That Fall Short of Bipolar,cyclothymia-chronic-mood-swings-that-fall-short-of-bipolar,Depression & Mood,Cyclothymia is a chronic bipolar-spectrum condition marked by persistent mild mood swings over two or more years that disrupt daily life without meeting bipolar criteria.,
19855f86-b9c8-43fd-9921-03341a8bada6,What Helps Depression,circadian-rhythms-mood-internal-clock-matters,"Depression, Grief & Loss",RETITLE,How Circadian Rhythms Shape Mood and Mental Health,how-circadian-rhythms-shape-mood-and-mental-health,Sleep & Circadian Health,"Disrupted circadian rhythms affect mood, energy, and mental health — learn how your internal clock regulates emotional well-being and what happens when it falls out of sync.",
